Gene,AUC,clusts,p.value,,,,
Ccdc3,0.954583802,10,2.27E-16,,,,
Pid1,0.954583802,10,1.22E-21,,,,
Cphx,0.954443195,10,6.58E-06,,,,
Hsf5,0.954302587,10,9.67E-13,,,,
Ccdc105,0.954302587,10,2.40E-16,,,,
Tiam1,0.95416198,10,5.64E-05,,,,
Lrrc28,0.95416198,10,1.54E-05,,,,
R3hdml,0.95416198,10,1.30E-17,,,,
Gbx2,0.95416198,10,1.61E-10,,,,
Magea10,0.95416198,10,5.94E-16,,,,
Tubb2b,0.95416198,10,5.09E-07,,,,
8430427H17Rik,0.953880765,10,5.99E-05,,,,
Gm13125,0.953880765,10,1.03E-16,,,,
Fam53c,0.953880765,10,6.25E-05,,,,
Zfp735,0.953740157,10,2.89E-12,,,,
Itga9,0.953740157,10,7.39E-12,,,,
Zfp449,0.95359955,10,2.01E-13,,,,
Cd5,0.95359955,10,7.06E-24,,,,
Akap10,0.95359955,10,4.99E-05,,,,
Chl1,0.953458943,10,3.06E-14,,,,
Mgst3,0.953318335,10,5.64E-05,,,,
Sh3rf3,0.953318335,10,2.83E-11,,,,
Ceacam20,0.953318335,10,9.60E-08,,,,
4930539E08Rik,0.953318335,10,8.19E-08,,,,
Ifitm6,0.953318335,10,7.91E-21,,,,
Crabp2,0.953177728,10,1.17E-13,,,,
Ms4a1,0.953177728,10,1.17E-13,,,,
Rhobtb1,0.95303712,10,1.44E-06,,,,
Fam108b,0.95303712,10,5.97E-05,,,,
Rasa2,0.95303712,10,3.77E-05,,,,
Tmem74,0.95303712,10,1.44E-19,,,,
Bpil2,0.952896513,10,1.73E-15,,,,
Unc50,0.952755906,10,7.03E-05,,,,
S1pr3,0.952755906,10,6.66E-14,,,,
Zmat4,0.952755906,10,7.16E-13,,,,
Dhdh,0.952755906,10,1.22E-12,,,,
Pnrc1,0.952755906,10,1.94E-06,,,,
Ptpro,0.952615298,10,6.04E-18,,,,
Mill1,0.952615298,10,7.03E-10,,,,
Zdhhc14,0.952474691,10,1.35E-16,,,,
Golga2,0.952474691,10,7.23E-05,,,,
Nckap1l,0.952474691,10,9.99E-11,,,,
Sall2,0.952474691,10,1.35E-16,,,,
LOC433944,0.952474691,10,8.11E-16,,,,
Prrg1,0.952334083,10,1.02E-10,,,,
St3gal5,0.952334083,10,3.94E-10,,,,
Zfp616,0.952193476,10,1.48E-10,,,,
Slc26a9,0.952193476,10,4.34E-15,,,,
Mctp2,0.952193476,10,5.84E-12,,,,
Ramp3,0.951912261,10,1.84E-19,,,,
Aug-99,0.951912261,10,1.06E-05,,,,
Ipcef1,0.951771654,10,1.00E-08,,,,
Rnf185,0.951631046,10,7.25E-05,,,,
Bcas1,0.951631046,10,3.56E-11,,,,
Ttll13,0.951631046,10,1.06E-09,,,,
Tubg2,0.951631046,10,7.59E-05,,,,
Slc4a1ap,0.951631046,10,7.40E-05,,,,
1700011F14Rik,0.951631046,10,1.08E-27,,,,
Gm10466,0.951490439,10,8.32E-23,,,,
Cyp2f2,0.951349831,10,4.35E-14,,,,
Ambra1,0.951349831,10,7.78E-05,,,,
Gm10857,0.951349831,10,5.65E-05,,,,
Cnst,0.951349831,10,4.46E-05,,,,
Alx1,0.951349831,10,1.67E-16,,,,
Samd7,0.951209224,10,1.06E-11,,,,
Stard13,0.951209224,10,1.48E-09,,,,
Scg3,0.951209224,10,2.35E-15,,,,
Gpm6a,0.951209224,10,6.54E-17,,,,
Med15,0.951068616,10,7.96E-05,,,,
Extl3,0.951068616,10,4.18E-05,,,,
Ralgps1,0.951068616,10,1.08E-11,,,,
Pard3,0.951068616,10,8.00E-05,,,,
Tmem232,0.951068616,10,2.66E-18,,,,
Rhd,0.950928009,10,5.46E-13,,,,
Dopey2,0.950787402,10,2.57E-07,,,,
Zfp60,0.950787402,10,5.73E-05,,,,
Xlr3a,0.950787402,10,7.43E-05,,,,
Lrriq3,0.950787402,10,1.43E-20,,,,
Neurog3,0.950787402,10,2.37E-19,,,,
Stbd1,0.950646794,10,1.15E-11,,,,
BC021891,0.950365579,10,6.28E-11,,,,
Speer5-ps1,0.950224972,10,1.48E-08,,,,
E230016K23Rik,0.950224972,10,2.88E-17,,,,
Steap4,0.950224972,10,6.14E-15,,,,
1700101E01Rik,0.950224972,10,1.06E-12,,,,
Bcar3,0.950084364,10,1.37E-10,,,,
Ncald,0.950084364,10,1.37E-10,,,,
Aven,0.949943757,10,8.36E-05,,,,
Cd1d2,0.949943757,10,1.86E-23,,,,
Car10,0.949943757,10,1.29E-15,,,,
Cd1d1,0.94980315,10,1.91E-12,,,,
Pnpla3,0.949662542,10,7.54E-05,,,,
Ms4a6d,0.949662542,10,2.92E-14,,,,
Cyp2r1,0.949662542,10,1.36E-15,,,,
Txndc2,0.949521935,10,5.91E-14,,,,
Gpnmb,0.949521935,10,1.35E-11,,,,
Gna14,0.949381327,10,2.44E-08,,,,
Slc24a3,0.949381327,10,3.92E-13,,,,
Kctd17,0.949381327,10,6.04E-14,,,,
Actg2,0.949381327,10,3.79E-18,,,,
Hhat,0.949381327,10,2.43E-16,,,,
6720468P15Rik,0.94924072,10,1.18E-18,,,,
4932438H23Rik,0.949100112,10,2.57E-16,,,,
Psg17,0.949100112,10,3.60E-17,,,,
Rnls,0.948959505,10,3.52E-15,,,,
1300018I17Rik,0.948818898,10,6.76E-06,,,,
Fam116a,0.948818898,10,6.70E-05,,,,
4732418C07Rik,0.948818898,10,8.49E-05,,,,
Olfr1300-ps1,0.94867829,10,9.81E-20,,,,
Pde6b,0.948397075,10,1.42E-18,,,,
Katnal1,0.948256468,10,8.91E-10,,,,
Hey2,0.948256468,10,4.13E-19,,,,
Gabrr3,0.948256468,10,4.13E-19,,,,
Gstt3,0.948115861,10,1.51E-18,,,,
Cd160,0.948115861,10,2.46E-12,,,,
Lass6,0.947975253,10,7.02E-05,,,,
Sorl1,0.947975253,10,6.10E-09,,,,
Tor1a,0.947975253,10,9.91E-05,,,,
Noto,0.947975253,10,2.05E-06,,,,
Sart3,0.947694038,10,0.000101216,,,,
Coq10a,0.947694038,10,1.45E-07,,,,
Ece1,0.947694038,10,2.65E-10,,,,
Dtna,0.947553431,10,2.90E-13,,,,
Zc3h7b,0.947412823,10,3.56E-05,,,,
Tdrd1,0.947412823,10,5.09E-09,,,,
Bnc1,0.947412823,10,2.75E-10,,,,
D16Ertd519e,0.947412823,10,5.41E-25,,,,
E330016A19Rik,0.947272216,10,9.66E-07,,,,
Gpr1,0.947272216,10,8.58E-14,,,,
Mkl2,0.947131609,10,3.63E-05,,,,
Gm11202,0.947131609,10,6.07E-18,,,,
Slco1a5,0.947131609,10,5.52E-10,,,,
Cd177,0.947131609,10,4.48E-14,,,,
BC068157,0.946991001,10,8.99E-14,,,,
Tspyl4,0.946850394,10,3.25E-09,,,,
Ankrd12,0.946850394,10,0.000103599,,,,
Agbl2,0.946850394,10,1.06E-09,,,,
Zfp541,0.946850394,10,5.84E-13,,,,
Atp10b,0.946709786,10,2.67E-08,,,,
Gcnt4,0.946709786,10,2.53E-09,,,,
Trib2,0.946709786,10,2.38E-14,,,,
A630095E13Rik,0.946709786,10,2.03E-18,,,,
Nfic,0.946569179,10,7.29E-07,,,,
Il23r,0.946428571,10,2.16E-18,,,,
Dbndd1,0.946287964,10,1.57E-10,,,,
Rilpl1,0.946287964,10,1.21E-07,,,,
Pde3a,0.946147357,10,4.21E-08,,,,
Armc2,0.946147357,10,1.10E-10,,,,
Suv39h2,0.946006749,10,8.64E-05,,,,
Bdh1,0.946006749,10,0.000110001,,,,
Txnrd3,0.946006749,10,1.17E-09,,,,
Hmgcll1,0.946006749,10,2.65E-15,,,,
Gtf2a1l,0.946006749,10,5.41E-14,,,,
Cckar,0.945866142,10,2.43E-18,,,,
Psen2,0.945866142,10,9.01E-08,,,,
Phf13,0.945725534,10,0.000116388,,,,
Cd300lf,0.945725534,10,1.69E-10,,,,
Spata22,0.945725534,10,6.97E-13,,,,
Fyn,0.945584927,10,6.51E-08,,,,
Rassf5,0.945584927,10,3.23E-07,,,,
Rnf182,0.945584927,10,1.22E-15,,,,
Osgin1,0.945584927,10,1.13E-13,,,,
AI987944,0.945444319,10,9.42E-05,,,,
Atl1,0.945303712,10,4.36E-07,,,,
Il2ra,0.945303712,10,2.69E-17,,,,
Fbxl7,0.945163105,10,9.14E-18,,,,
Angel1,0.945163105,10,1.86E-07,,,,
Iqcb1,0.945163105,10,3.67E-10,,,,
Bicc1,0.945163105,10,3.97E-09,,,,
Pex13,0.945163105,10,8.21E-05,,,,
Zc4h2,0.945022497,10,2.91E-18,,,,
Htra4,0.945022497,10,1.24E-13,,,,
Pde6h,0.945022497,10,2.18E-16,,,,
Klhl28,0.94488189,10,2.14E-05,,,,
Slc6a20a,0.94488189,10,8.33E-17,,,,
Pcgf6,0.94488189,10,0.000122354,,,,
Brsk2,0.94488189,10,3.46E-07,,,,
Lrp1,0.94488189,10,3.23E-06,,,,
Asz1,0.94488189,10,4.17E-05,,,,
Skap1,0.944741282,10,2.75E-10,,,,
Rasa4,0.944741282,10,5.40E-10,,,,
Ica1,0.944741282,10,5.39E-09,,,,
Dnalc4,0.944600675,10,6.28E-05,,,,
Axin2,0.944600675,10,7.16E-05,,,,
Klf11,0.944600675,10,9.06E-05,,,,
Fam65b,0.944600675,10,9.28E-11,,,,
Plat,0.944460067,10,3.98E-06,,,,
Gm815,0.944460067,10,7.84E-15,,,,
Pde1b,0.94431946,10,1.17E-08,,,,
Pik3cd,0.94431946,10,7.74E-05,,,,
Lyplal1,0.944178853,10,1.55E-12,,,,
Sntb1,0.944178853,10,3.67E-14,,,,
Pparg,0.944178853,10,2.57E-16,,,,
Farp1,0.944038245,10,5.63E-05,,,,
1110018G07Rik,0.944038245,10,0.00012149,,,,
Siglece,0.943897638,10,5.72E-22,,,,
Thsd7a,0.94375703,10,2.50E-07,,,,
Nrsn1,0.94375703,10,1.22E-17,,,,
Syt16,0.94375703,10,2.83E-12,,,,
Gramd1c,0.94375703,10,7.76E-09,,,,
7420461P10Rik,0.943616423,10,1.27E-11,,,,
Cml3,0.943616423,10,1.76E-15,,,,
Ahr,0.943475816,10,1.08E-10,,,,
Zfp90,0.943475816,10,1.10E-16,,,,
Gpr68,0.943475816,10,8.71E-10,,,,
Arhgef15,0.943475816,10,2.00E-14,,,,
Lhx8,0.943475816,10,1.08E-10,,,,
Vrtn,0.943335208,10,5.66E-13,,,,
Cyfip2,0.943194601,10,1.81E-05,,,,
Scel,0.943194601,10,1.37E-17,,,,
Tlr3,0.943194601,10,1.16E-16,,,,
Txlng,0.943194601,10,0.000137516,,,,
Reep2,0.943194601,10,1.66E-09,,,,
Fbxw4,0.943053993,10,3.90E-09,,,,
Plcxd3,0.943053993,10,1.96E-15,,,,
D2Ertd750e,0.942913386,10,0.000126038,,,,
Plxnb1,0.942913386,10,3.83E-06,,,,
Gpr149,0.942913386,10,8.30E-16,,,,
A430093F15Rik,0.942772778,10,4.70E-18,,,,
Tekt4,0.942632171,10,2.06E-24,,,,
Sec22a,0.942632171,10,0.000113617,,,,
Cdh13,0.942632171,10,1.54E-17,,,,
Neil3,0.942491564,10,2.40E-09,,,,
Pacrg,0.942491564,10,4.98E-18,,,,
Bmpr1b,0.942350956,10,1.36E-06,,,,
Prl8a2,0.942350956,10,2.22E-24,,,,
Blcap,0.942350956,10,0.000124127,,,,
Ccdc19,0.942210349,10,1.17E-14,,,,
Il18r1,0.942210349,10,2.10E-12,,,,
Paqr6,0.942210349,10,1.56E-11,,,,
Lin28a,0.942069741,10,0.000131681,,,,
Usp2,0.942069741,10,1.25E-05,,,,
Hoxa7,0.942069741,10,3.64E-12,,,,
Nuf2,0.942069741,10,0.000140634,,,,
Nckap5,0.942069741,10,1.45E-16,,,,
Tbc1d8,0.942069741,10,3.15E-06,,,,
2900056M20Rik,0.942069741,10,2.36E-08,,,,
P2rx6,0.941929134,10,5.61E-18,,,,
Tenc1,0.941929134,10,3.95E-10,,,,
Prkd2,0.941788526,10,1.24E-08,,,,
Gnb4,0.941788526,10,2.60E-11,,,,
Angptl2,0.941788526,10,2.83E-10,,,,
Pgbd5,0.941788526,10,3.23E-06,,,,
Tmcc3,0.941647919,10,1.29E-06,,,,
Ikzf4,0.941647919,10,1.25E-08,,,,
Airn,0.941647919,10,7.40E-13,,,,
Cbfa2t3,0.941507312,10,7.59E-06,,,,
Dcun1d4,0.941507312,10,3.31E-06,,,,
Klhl32,0.941507312,10,2.81E-14,,,,
Ell,0.941507312,10,0.000144026,,,,
Smoc2,0.941366704,10,5.95E-17,,,,
Caln1,0.941226097,10,1.04E-08,,,,
Clcn5,0.941226097,10,3.09E-06,,,,
Rfx5,0.941226097,10,4.82E-08,,,,
Mmp2,0.941226097,10,1.71E-16,,,,
Chac2,0.941085489,10,7.21E-08,,,,
Myt1,0.941085489,10,2.37E-13,,,,
Gm11818,0.941085489,10,1.42E-14,,,,
Emx2,0.941085489,10,4.43E-11,,,,
Prdm1,0.940944882,10,1.81E-16,,,,
Celsr1,0.940944882,10,1.21E-05,,,,
Sh3rf1,0.940944882,10,0.000100365,,,,
Aspm,0.940944882,10,0.000161148,,,,
Trim68,0.940944882,10,3.10E-14,,,,
Rnf38,0.940944882,10,0.000158956,,,,
Hamp2,0.940804274,10,6.51E-14,,,,
Acsm2,0.940663667,10,6.51E-10,,,,
Heatr2,0.940663667,10,0.000164725,,,,
Tmem117,0.940663667,10,3.28E-10,,,,
Zfp422,0.940663667,10,0.000145209,,,,
2310022B05Rik,0.940663667,10,7.00E-06,,,,
Hip1r,0.940663667,10,6.80E-07,,,,
Pik3r1,0.940382452,10,0.000144701,,,,
Srd5a3,0.940382452,10,5.19E-06,,,,
Gm17821,0.940241845,10,2.40E-05,,,,
Fkbp14,0.940241845,10,2.06E-11,,,,
Ttc23,0.940241845,10,1.76E-09,,,,
Iqck,0.940241845,10,1.65E-14,,,,
Daglb,0.940241845,10,7.07E-07,,,,
Prmt2,0.940101237,10,2.41E-09,,,,
Acox3,0.940101237,10,3.74E-06,,,,
9430021M05Rik,0.940101237,10,2.44E-18,,,,
1700021K19Rik,0.940101237,10,7.32E-05,,,,
2900026A02Rik,0.940101237,10,9.62E-08,,,,
Chst11,0.940101237,10,1.69E-10,,,,
Mpzl1,0.93996063,10,1.65E-07,,,,
Lemd1,0.93996063,10,8.49E-18,,,,
Gm17751,0.93996063,10,5.77E-16,,,,
Nab2,0.939820022,10,5.44E-13,,,,
Col6a3,0.939820022,10,3.43E-11,,,,
Extl1,0.939820022,10,3.02E-05,,,,
Prickle1,0.939820022,10,6.43E-06,,,,
Fstl5,0.939679415,10,7.87E-14,,,,
Patz1,0.939538808,10,0.000111038,,,,
Rpgrip1l,0.939538808,10,3.54E-05,,,,
Svop,0.939538808,10,3.95E-14,,,,
Cpxm2,0.939538808,10,8.52E-15,,,,
Gm5465,0.9393982,10,4.43E-07,,,,
Unc5c,0.9393982,10,1.62E-08,,,,
Lrrc49,0.9393982,10,3.83E-15,,,,
Zfp955a,0.939257593,10,0.000168199,,,,
Phf12,0.939257593,10,0.000179125,,,,
Cxx1a,0.939257593,10,1.91E-12,,,,
Cacnb2,0.939257593,10,1.65E-15,,,,
Smad1,0.939257593,10,1.28E-06,,,,
Nphp3,0.939257593,10,1.43E-06,,,,
LOC100503167,0.939257593,10,2.07E-08,,,,
Itgb3,0.939116985,10,2.02E-09,,,,
Gga3,0.938976378,10,0.000184092,,,,
AY512915,0.938976378,10,5.79E-12,,,,
Lrig3,0.938976378,10,9.42E-15,,,,
Plxna2,0.938976378,10,1.24E-05,,,,
B4galt2,0.938835771,10,2.52E-11,,,,
Bmp6,0.938835771,10,2.91E-10,,,,
Oasl1,0.938695163,10,4.57E-14,,,,
1700023L04Rik,0.938695163,10,2.81E-16,,,,
Erg,0.938554556,10,1.04E-16,,,,
Rab38,0.938413948,10,1.06E-05,,,,
Otub2,0.938413948,10,1.63E-07,,,,
Zfp295,0.938413948,10,0.000177105,,,,
Hsf2bp,0.938413948,10,0.000175194,,,,
Apba2,0.938273341,10,3.82E-12,,,,
Cd40,0.938132733,10,2.03E-15,,,,
Agtr1a,0.938132733,10,2.20E-10,,,,
Cdo1,0.937992126,10,6.72E-07,,,,
Qser1,0.937851519,10,5.35E-05,,,,
Kbtbd7,0.937851519,10,4.76E-05,,,,
Dnaja4,0.937851519,10,1.75E-09,,,,
Ccdc41,0.937851519,10,0.000198125,,,,
Ptprc,0.937851519,10,1.05E-10,,,,
Usp11,0.937851519,10,1.72E-07,,,,
Efna5,0.937851519,10,1.21E-07,,,,
Pfn2,0.937851519,10,3.11E-06,,,,
Ccdc11,0.937710911,10,5.21E-15,,,,
Emilin2,0.937570304,10,5.54E-14,,,,
Ica1l,0.937570304,10,3.27E-09,,,,
Neil2,0.937570304,10,3.49E-16,,,,
Mageh1,0.937429696,10,5.48E-15,,,,
Rln3,0.937429696,10,2.88E-21,,,,
Zfp69,0.937429696,10,3.16E-08,,,,
Zfp398,0.937289089,10,8.20E-07,,,,
Usp27x,0.937289089,10,4.90E-11,,,,
Gatsl2,0.937289089,10,5.89E-09,,,,
Necab2,0.937289089,10,6.26E-07,,,,
Myh15,0.937148481,10,4.50E-13,,,,
Lrp2bp,0.937148481,10,5.77E-15,,,,
Slc25a31,0.937007874,10,1.94E-09,,,,
Camk1d,0.937007874,10,5.10E-11,,,,
Ptbp2,0.937007874,10,4.89E-06,,,,
Wdr69,0.936867267,10,7.96E-11,,,,
B4galt4,0.936867267,10,2.00E-06,,,,
Arl6,0.936726659,10,3.16E-07,,,,
Lrrc1,0.936726659,10,2.64E-15,,,,
Svopl,0.936726659,10,1.07E-09,,,,
2610035D17Rik,0.936586052,10,1.55E-16,,,,
Nrg4,0.936586052,10,1.65E-07,,,,
Gm14137,0.936586052,10,6.38E-15,,,,
D9Ertd402e,0.936445444,10,6.17E-05,,,,
Dusp23,0.936445444,10,4.35E-16,,,,
Rela,0.936445444,10,0.000210283,,,,
Gnb5,0.936304837,10,1.71E-12,,,,
E330017A01Rik,0.936164229,10,2.15E-09,,,,
Tmem108,0.936164229,10,1.56E-14,,,,
Zfp114,0.936023622,10,3.76E-11,,,,
Phf6,0.935883015,10,0.000219288,,,,
Pde1c,0.935883015,10,9.19E-12,,,,
1700019E19Rik,0.935883015,10,0.000169209,,,,
Nr2e3,0.935742407,10,5.64E-13,,,,
Csf1,0.935742407,10,9.30E-11,,,,
Ccdc109b,0.935742407,10,5.64E-13,,,,
Sytl2,0.9356018,10,5.12E-16,,,,
Csad,0.9356018,10,0.000117518,,,,
Zp2,0.9356018,10,1.74E-05,,,,
Gm5820,0.935461192,10,5.84E-12,,,,
Fbxo18,0.935320585,10,0.000175838,,,,
Gm16515,0.935320585,10,0.000231268,,,,
Prg4,0.935320585,10,0.000162014,,,,
Tmem181b-ps,0.935320585,10,8.48E-05,,,,
Plxdc2,0.935320585,10,6.45E-11,,,,
2310069G16Rik,0.935320585,10,4.99E-19,,,,
Tspan5,0.935179978,10,3.68E-07,,,,
Lhb,0.93503937,10,3.78E-05,,,,
Sc5d,0.93503937,10,8.12E-05,,,,
Egr1,0.93503937,10,1.71E-11,,,,
Efhc2,0.934898763,10,1.51E-15,,,,
Itgb6,0.934898763,10,1.74E-11,,,,
Hspa12a,0.934898763,10,4.87E-10,,,,
Mast4,0.934758155,10,1.98E-05,,,,
Usp21,0.934758155,10,0.00019818,,,,
Pls1,0.934758155,10,8.02E-05,,,,
Stk32b,0.934758155,10,8.95E-14,,,,
1110059M19Rik,0.934758155,10,8.95E-14,,,,
5730494M16Rik,0.934758155,10,0.000138855,,,,
Gpr125,0.934758155,10,3.28E-07,,,,
Olfml1,0.934758155,10,6.03E-16,,,,
Pld2,0.934617548,10,5.27E-07,,,,
Syt12,0.934617548,10,1.08E-10,,,,
Serpinb3a,0.934617548,10,4.41E-14,,,,
4930404A10Rik,0.93447694,10,7.26E-11,,,,
Ldhd,0.93447694,10,9.39E-14,,,,
Kpna7,0.934336333,10,7.08E-13,,,,
Myh11,0.934195726,10,1.83E-05,,,,
Mrap,0.934195726,10,2.37E-12,,,,
Klhl13,0.934055118,10,1.03E-07,,,,
Snx7,0.933914511,10,4.17E-07,,,,
Tcte2,0.933914511,10,7.83E-10,,,,
Lpcat2,0.933914511,10,2.09E-09,,,,
1700018B08Rik,0.933914511,10,7.09E-16,,,,
Cxx1b,0.933633296,10,4.21E-13,,,,
Tmem130,0.933492688,10,2.14E-11,,,,
Scn8a,0.933492688,10,1.26E-10,,,,
Mapk3,0.933352081,10,0.000171226,,,,
Enpp5,0.933352081,10,3.49E-11,,,,
Vwc2,0.933352081,10,7.91E-16,,,,
Pdha2,0.933211474,10,1.23E-08,,,,
Sh3pxd2a,0.933070866,10,2.00E-05,,,,
Arhgap10,0.933070866,10,0.000265501,,,,
Slco4a1,0.933070866,10,1.39E-11,,,,
Gpr56,0.932789651,10,3.99E-07,,,,
Rps6ka5,0.932789651,10,2.18E-05,,,,
Plekhb1,0.932789651,10,2.39E-09,,,,
Pitx2,0.932649044,10,6.20E-14,,,,
Il1r1,0.932649044,10,6.51E-10,,,,
Eps8,0.932508436,10,7.20E-06,,,,
Rgs12,0.932508436,10,4.63E-10,,,,
Psd2,0.932367829,10,9.29E-12,,,,
Zfp451,0.932227222,10,0.000220316,,,,
Myom2,0.932227222,10,5.29E-13,,,,
Tulp3,0.932086614,10,7.06E-05,,,,
Postn,0.932086614,10,2.81E-13,,,,
Add2,0.931946007,10,1.89E-12,,,,
Sec24d,0.931946007,10,6.40E-09,,,,
Uxs1,0.931946007,10,0.000108416,,,,
Nfxl1,0.931805399,10,0.000129635,,,,
Eya1,0.931383577,10,1.65E-07,,,,
Pacrgl,0.931383577,10,9.61E-05,,,,
Ccdc50,0.931102362,10,0.00026219,,,,
Palm2,0.931102362,10,2.16E-12,,,,
4930578N16Rik,0.930961755,10,1.45E-05,,,,
Actn3,0.930961755,10,1.22E-12,,,,
Tspan13,0.930821147,10,7.31E-09,,,,
Flcn,0.930821147,10,0.000300414,,,,
Slc35b4,0.930821147,10,0.000254373,,,,
Mfhas1,0.930821147,10,1.94E-11,,,,
Slc39a10,0.930821147,10,0.000318945,,,,
Pxdn,0.93068054,10,1.65E-08,,,,
Armcx5,0.930539933,10,0.000201022,,,,
4933402N22Rik,0.930539933,10,7.22E-12,,,,
Tmc4,0.930539933,10,1.23E-07,,,,
Lrrc55,0.930539933,10,1.81E-16,,,,
Enox1,0.930399325,10,1.38E-06,,,,
A030009H04Rik,0.930399325,10,3.21E-09,,,,
5730528L13Rik,0.930258718,10,4.01E-05,,,,
Fbxo28,0.930258718,10,0.000261354,,,,
Cmas,0.930258718,10,0.000291865,,,,
Phyhipl,0.929977503,10,1.38E-08,,,,
Bmp7,0.929977503,10,2.01E-13,,,,
Ccdc79,0.929977503,10,3.03E-10,,,,
Ccdc136,0.929555681,10,1.41E-11,,,,
D18Ertd653e,0.929555681,10,4.26E-13,,,,
Ttll11,0.929415073,10,1.39E-09,,,,
Rhbg,0.929415073,10,8.64E-09,,,,
Cachd1,0.929415073,10,1.72E-06,,,,
Aig1,0.929274466,10,6.53E-16,,,,
Bbs4,0.929274466,10,0.000219424,,,,
4930503L19Rik,0.929133858,10,2.75E-09,,,,
Shroom2,0.929133858,10,0.000132521,,,,
Snapc1,0.929133858,10,0.000144568,,,,
4933411K20Rik,0.929133858,10,0.000248249,,,,
Vamp4,0.928852643,10,3.57E-05,,,,
Pdgfb,0.928852643,10,3.06E-07,,,,
Klhdc1,0.928712036,10,5.26E-10,,,,
Hmga2-ps1,0.928712036,10,1.05E-10,,,,
Stx6,0.928571429,10,2.19E-05,,,,
Gse1,0.928571429,10,0.000289965,,,,
Pik3r3,0.928571429,10,3.24E-05,,,,
Cd209g,0.928571429,10,1.26E-19,,,,
1810043G02Rik,0.928571429,10,1.01E-05,,,,
Ddhd1,0.928571429,10,0.000302481,,,,
1700106N22Rik,0.928430821,10,9.32E-06,,,,
Spock1,0.928430821,10,5.13E-13,,,,
Zfp58,0.928430821,10,4.89E-05,,,,
Sema3c,0.928290214,10,2.81E-11,,,,
C030046I01Rik,0.928290214,10,0.000381797,,,,
Dpp6,0.928149606,10,1.74E-11,,,,
E330009J07Rik,0.928149606,10,8.13E-16,,,,
Ubash3b,0.928008999,10,0.000126892,,,,
Cetn4,0.927868391,10,5.63E-13,,,,
Ebf1,0.927868391,10,5.87E-10,,,,
Degs1,0.927727784,10,0.000393349,,,,
Stxbp6,0.927446569,10,2.40E-05,,,,
Acbd3,0.927446569,10,0.00040052,,,,
Zfp41,0.927305962,10,2.17E-12,,,,
Ift81,0.927305962,10,1.41E-06,,,,
Adarb2,0.927305962,10,1.17E-16,,,,
Tcerg1l,0.927305962,10,1.29E-09,,,,
Kdm1b,0.927165354,10,0.000175342,,,,
Rgs3,0.927165354,10,7.16E-06,,,,
Aph1b,0.927165354,10,1.13E-08,,,,
Pdk3,0.927165354,10,3.42E-06,,,,
Gm5475,0.927024747,10,4.84E-09,,,,
Chdh,0.926884139,10,3.27E-05,,,,
Mxd4,0.926884139,10,8.75E-11,,,,
Ap1s2,0.926884139,10,3.63E-09,,,,
Sav1,0.926884139,10,0.000259088,,,,
Lrrcc1,0.926602925,10,0.000254726,,,,
Taz,0.926602925,10,0.000342242,,,,
Hist2h4,0.926602925,10,0.000412277,,,,
Il10rb,0.926462317,10,1.56E-07,,,,
Klhdc3,0.92632171,10,0.000407882,,,,
Eml4,0.926040495,10,0.000409512,,,,
Psenen,0.926040495,10,0.000440864,,,,
Foxo1,0.926040495,10,0.000430165,,,,
Sh3bp2,0.925899888,10,3.76E-05,,,,
Rab4a,0.925899888,10,6.57E-06,,,,
Vmn2r51,0.925899888,10,8.13E-15,,,,
Ccne2,0.92575928,10,0.000239584,,,,
Spag1,0.92575928,10,1.28E-05,,,,
Efr3b,0.925478065,10,8.61E-05,,,,
Il6st,0.925478065,10,2.27E-05,,,,
Disc1,0.925478065,10,1.01E-13,,,,
Ddx58,0.925478065,10,6.81E-06,,,,
Zfp235,0.925478065,10,7.14E-05,,,,
Ttc37,0.925478065,10,0.000336684,,,,
Gm527,0.925478065,10,2.47E-06,,,,
Dcdc2a,0.925337458,10,3.21E-09,,,,
Cadps2,0.925337458,10,3.21E-09,,,,
Lrrc8b,0.92519685,10,2.54E-06,,,,
Rnf34,0.92519685,10,0.000420923,,,,
Nmnat2,0.925056243,10,1.74E-10,,,,
Celf5,0.924915636,10,5.95E-10,,,,
Rnf214,0.924915636,10,0.000469322,,,,
St6galnac3,0.924915636,10,2.30E-14,,,,
Wipi1,0.924775028,10,1.36E-06,,,,
Nceh1,0.924775028,10,1.27E-05,,,,
Il17f,0.924775028,10,5.30E-14,,,,
Fam193a,0.924775028,10,0.00044544,,,,
Rhbdf2,0.924634421,10,1.40E-05,,,,
Ccdc62,0.924634421,10,1.51E-08,,,,
Slc23a2,0.924634421,10,0.000467013,,,,
Wdr17,0.924634421,10,2.81E-10,,,,
Mettl7a1,0.924493813,10,1.30E-05,,,,
Paip2b,0.924353206,10,0.000495131,,,,
Pdcd7,0.924071991,10,0.000502323,,,,
Abhd2,0.924071991,10,1.65E-07,,,,
Herc2,0.924071991,10,0.000495283,,,,
Epb4.1l3,0.924071991,10,1.91E-11,,,,
Zfp46,0.923931384,10,3.23E-06,,,,
Stxbp5l,0.923931384,10,5.92E-07,,,,
Fbxl2,0.923931384,10,1.25E-08,,,,
Sema6a,0.923790776,10,1.67E-08,,,,
Comp,0.923790776,10,2.81E-09,,,,
Ikbkb,0.923650169,10,1.13E-06,,,,
1700018B24Rik,0.923650169,10,7.97E-06,,,,
Ftsjd1,0.923650169,10,5.25E-06,,,,
